DHSID,DHSYEAR,DHSCLUST,LATNUM,LONGNUM,Mean_BMI,Median_BMI,Unmet_Need_Rate,Under5_Mortality_Rate,Skilled_Birth_Attendant_Rate,Stunted_Rate,URBAN_RURA
IA201400333844,2014,333844,28.15915965,79.24541051,20.94,20.2,22.22,NaN,NaN,NaN,R
IA201400333845,2014,333845,26.36340351,83.08290355,21.27,21.21,66.67,NaN,NaN,NaN,R
IA201400333846,2014,333846,27.06398625,80.85225753,21.22,21.84,33.33,NaN,NaN,NaN,R
IA201400333847,2014,333847,27.88286061,78.75148643,22.34,21.7,6.25,NaN,NaN,NaN,U
IA201400333848,2014,333848,27.47706967,78.31247933,22.8,21.39,10,NaN,NaN,NaN,U
IA201400333851,2014,333851,28.28218022,77.68356883,19.73,19.21,42.86,NaN,NaN,NaN,R
IA201400333858,2014,333858,27.45095015,80.28276568,20.51,20.3,50,NaN,NaN,NaN,R
IA201400333860,2014,333860,27.08424435,83.12811725,21.01,20.76,80,NaN,NaN,NaN,R
IA201400333861,2014,333861,25.63211565,83.93844811,21.75,21.53,23.08,NaN,NaN,NaN,R
IA201400333864,2014,333864,28.92614861,79.21757257,23.48,22.54,15,NaN,NaN,NaN,R
IA201400333868,2014,333868,24.67589176,82.97539581,18.44,17.59,25,NaN,NaN,NaN,R
IA201400333872,2014,333872,25.71296046,81.48864796,20.67,19.2,41.67,NaN,NaN,NaN,R
IA201400333874,2014,333874,27.54467373,80.7072377,20.82,20.96,50,NaN,NaN,NaN,U
IA201400333875,2014,333875,27.91893106,78.07777662,24.22,23.22,42.86,NaN,NaN,NaN,U
IA201400333878,2014,333878,27.53221319,81.9964895,20.37,20.21,57.14,NaN,NaN,NaN,R
IA201400333879,2014,333879,25.71919176,83.82463956,20.52,19.77,52.94,NaN,NaN,NaN,R
IA201400333882,2014,333882,29.22116739,77.25908484,20.98,19.18,0,NaN,NaN,NaN,R
IA201400333883,2014,333883,26.86320921,80.91053913,23.61,21.23,27.27,NaN,NaN,NaN,U
IA201400333885,2014,333885,27.42895721,77.70402355,24.47,25.09,0,NaN,NaN,NaN,U
IA201400333886,2014,333886,24.69958473,78.44430818,23.8,23,0,NaN,NaN,NaN,U
IA201400333888,2014,333888,28.73846444,77.31224039,22.45,22.16,0,NaN,NaN,NaN,U
IA201400333889,2014,333889,25.14302613,82.54969743,21.76,20.69,33.33,NaN,NaN,NaN,U
IA201400333893,2014,333893,26.38386804,79.28018598,20.32,19.32,33.33,NaN,NaN,NaN,R
IA201400333896,2014,333896,29.2150479,77.33293461,22.25,21.54,11.76,NaN,NaN,NaN,R
IA201400333897,2014,333897,27.24687077,78.21348796,21.32,20.42,10,NaN,NaN,NaN,R
IA201400333898,2014,333898,27.11925992,79.50110367,20.84,20.46,0,NaN,NaN,NaN,R
IA201400333899,2014,333899,30.06887612,77.5728523,20.15,18.2,41.67,NaN,NaN,NaN,R
IA201400333901,2014,333901,25.9575707,82.48078595,21.11,20.63,16.67,NaN,NaN,NaN,R
IA201400333903,2014,333903,26.9162779,82.2011954,20.09,19.34,50,NaN,NaN,NaN,R
IA201400333904,2014,333904,25.63331058,80.54149996,20.43,20.36,7.69,NaN,NaN,NaN,R
IA201400333905,2014,333905,28.55973347,77.45068984,22.71,21.84,5,NaN,NaN,NaN,R
IA201400333906,2014,333906,28.84520296,77.94505381,20.95,18.6,0,NaN,NaN,NaN,R
IA201400333908,2014,333908,25.18838859,83.11895389,18.56,17.88,100,NaN,NaN,NaN,R
IA201400333911,2014,333911,26.94114524,83.71439112,24.14,23.92,44.44,NaN,NaN,NaN,U
IA201400333912,2014,333912,26.35715991,81.88189831,21.88,20.53,50,NaN,NaN,NaN,R
IA201400333913,2014,333913,27.05752557,79.91027654,22.74,21.46,57.14,NaN,NaN,NaN,U
IA201400333917,2014,333917,25.99935363,83.42495359,21.6,20.87,40,NaN,NaN,NaN,R
IA201400333920,2014,333920,25.26715202,81.39449439,20.09,20.67,22.22,NaN,NaN,NaN,R
IA201400333922,2014,333922,25.2015994,83.09957612,20.7,20.46,0,NaN,NaN,NaN,R
IA201400333924,2014,333924,29.09769314,77.53592165,22.37,21.88,0,NaN,NaN,NaN,R
IA201400333925,2014,333925,26.86623939,83.26270678,21.99,20.31,9.09,NaN,NaN,NaN,R
IA201400333929,2014,333929,27.16965718,80.91469183,20.45,19.62,57.14,NaN,NaN,NaN,R
IA201400333931,2014,333931,28.8306936,77.56932066,29.15,26.66,0,NaN,NaN,NaN,U
IA201400333935,2014,333935,30.01613061,77.39904478,23.05,22.31,0,NaN,NaN,NaN,U
IA201400333936,2014,333936,27.2555123,78.20533393,22.37,22.86,10,NaN,NaN,NaN,U
IA201400333937,2014,333937,26.86790317,81.07187258,20.94,21.36,7.69,NaN,NaN,NaN,R
IA201400333939,2014,333939,26.90269401,83.62691825,20.37,19.6,25,NaN,NaN,NaN,R
IA201400333940,2014,333940,25.50932289,83.25100582,20.25,19.76,45.45,NaN,NaN,NaN,R
IA201400333942,2014,333942,25.32304112,79.64634938,21.36,21.44,18.75,NaN,NaN,NaN,U
IA201400333943,2014,333943,25.25894214,81.56436073,22.9,21.23,42.86,NaN,NaN,NaN,R
IA201400333945,2014,333945,27.50113457,77.68081112,20.73,19.4,30.77,NaN,NaN,NaN,U
IA201400333946,2014,333946,27.03903596,80.15266883,20.73,19.89,42.86,NaN,NaN,NaN,R
IA201400333948,2014,333948,27.56041248,77.79558754,21.75,21.56,11.76,NaN,NaN,NaN,R
IA201400333949,2014,333949,27.14502551,78.40924827,22.59,20.92,80,NaN,NaN,NaN,U
IA201400333950,2014,333950,25.56468863,78.84427513,20.11,19.54,5.26,NaN,NaN,NaN,R
IA201400333951,2014,333951,25.64119918,81.31785174,20.78,19.39,57.14,NaN,NaN,NaN,R
IA201400333952,2014,333952,28.85257277,78.38819056,18.89,17.35,26.67,NaN,NaN,NaN,R
IA201400333954,2014,333954,29.17669723,78.3100287,21.63,20.16,7.14,NaN,NaN,NaN,R
IA201400333956,2014,333956,25.39415107,80.34239821,19.96,19.6,0,NaN,NaN,NaN,R
IA201400333957,2014,333957,30.17555769,77.5972556,20.33,19.33,12.5,NaN,NaN,NaN,U
IA201400333958,2014,333958,25.68705454,82.3731537,21.01,19.65,60,NaN,NaN,NaN,R
IA201400333959,2014,333959,28.68355298,78.67728453,21.73,20.58,22.22,NaN,NaN,NaN,R
IA201400333960,2014,333960,26.87040336,80.93263274,21.96,20.34,23.53,NaN,NaN,NaN,U
IA201400333961,2014,333961,25.83589697,78.91030574,22.52,21.03,0,NaN,NaN,NaN,U
IA201400333963,2014,333963,27.51510453,78.54977373,21.14,20.02,15.38,NaN,NaN,NaN,R
IA201400333964,2014,333964,27.16147719,77.91598639,24.17,23.86,9.09,NaN,NaN,NaN,U
IA201400333966,2014,333966,29.72468699,77.33226538,20.27,18.6,0,NaN,NaN,NaN,R
IA201400333967,2014,333967,28.36589354,79.38438919,20.28,20.76,11.76,NaN,NaN,NaN,U
IA201400333968,2014,333968,29.20311194,77.37396786,21.75,19.85,0,NaN,NaN,NaN,U
IA201400333969,2014,333969,26.14352631,80.26139161,22.02,22.03,0,NaN,NaN,NaN,R
IA201400333970,2014,333970,25.77358703,79.40541276,18.36,18.82,12.5,NaN,NaN,NaN,R
IA201400333973,2014,333973,28.80803743,78.79005972,22.61,23.03,12.5,NaN,NaN,NaN,U
IA201400333974,2014,333974,29.97200513,77.58130488,24.04,24.16,23.53,NaN,NaN,NaN,U
IA201400333976,2014,333976,27.18434267,78.02726164,23.19,21.67,5.88,NaN,NaN,NaN,U
IA201400333977,2014,333977,25.66374303,83.59566985,19.98,20.08,36.36,NaN,NaN,NaN,R
IA201400333979,2014,333979,26.47039348,80.78131044,20.99,19.98,18.18,NaN,NaN,NaN,U
IA201400333980,2014,333980,28.73576344,77.3057188,21.48,20.54,7.14,NaN,NaN,NaN,U
IA201400333983,2014,333983,27.5897128,80.64522372,19.08,19.05,20,NaN,NaN,NaN,R
IA201400333984,2014,333984,28.97984844,77.97980239,20.31,19.37,9.09,NaN,NaN,NaN,R
IA201400333985,2014,333985,27.56656501,82.55437883,19.86,19.34,100,NaN,NaN,NaN,R
IA201400333987,2014,333987,26.47390852,82.94548072,20.2,19.18,25,NaN,NaN,NaN,R
IA201400333988,2014,333988,26.28804637,80.85671523,21.94,21.27,45.45,NaN,NaN,NaN,R
IA201400333989,2014,333989,25.95301854,79.28109272,22.56,22.62,9.09,NaN,NaN,NaN,R
IA201400333990,2014,333990,28.85184958,78.81017319,22.35,20.09,54.55,NaN,NaN,NaN,U
IA201400333993,2014,333993,26.37018324,79.48679841,19.7,19.18,62.5,NaN,NaN,NaN,R
IA201400333995,2014,333995,26.43195681,80.29911161,21.39,21.14,8.33,NaN,NaN,NaN,U
IA201400333997,2014,333997,29.11135264,78.94694124,20.72,19.36,0,NaN,NaN,NaN,R
IA201400333998,2014,333998,26.53167289,79.83617993,21.87,21.52,60,NaN,NaN,NaN,R
IA201400334000,2014,334000,27.15376529,82.36785815,21.86,21.5,87.5,NaN,NaN,NaN,R
IA201400334001,2014,334001,27.55849451,82.34233645,18.98,19.19,100,NaN,NaN,NaN,R
IA201400334002,2014,334002,27.28298107,78.76487425,21.57,19.87,36.36,NaN,NaN,NaN,R
IA201400334005,2014,334005,26.99294644,80.89106281,22.89,20.46,36.36,NaN,NaN,NaN,U
IA201400334006,2014,334006,27.13890595,78.40072763,21.89,22.04,66.67,NaN,NaN,NaN,U
IA201400334007,2014,334007,27.52644981,81.96800548,20.09,19.51,83.33,NaN,NaN,NaN,U
IA201400334011,2014,334011,27.03315393,80.61412578,20.77,20.36,40,NaN,NaN,NaN,R
IA201400334012,2014,334012,30.12907627,77.68564302,22.73,20.26,7.69,NaN,NaN,NaN,R
IA201400334014,2014,334014,27.23537458,78.29879706,21.97,20.62,33.33,NaN,NaN,NaN,R
IA201400334016,2014,334016,28.81771128,79.6893853,21.42,21.64,0,NaN,NaN,NaN,R
IA201400334020,2014,334020,24.71674749,83.3007393,19.67,19.37,18.18,NaN,NaN,NaN,R
IA201400334022,2014,334022,28.56684237,77.34548646,27.4,26.09,0,NaN,NaN,NaN,U
IA201400334024,2014,334024,25.10308084,82.99798662,20.97,21.98,11.11,NaN,NaN,NaN,R
IA201400334025,2014,334025,28.55753766,79.17757096,21.54,21.14,10,NaN,NaN,NaN,R
IA201400334026,2014,334026,26.33589379,83.99659424,21.77,20.42,38.46,NaN,NaN,NaN,R
IA201400334027,2014,334027,26.83456224,78.4947287,19.7,19.45,25,NaN,NaN,NaN,R
IA201400334028,2014,334028,27.26946933,78.93533192,19.92,19.7,58.33,NaN,NaN,NaN,R
IA201400334029,2014,334029,26.66998011,82.97279212,21.29,20,36.36,NaN,NaN,NaN,R
IA201400334030,2014,334030,26.45533263,80.2908243,23.63,21.89,8.33,NaN,NaN,NaN,U
IA201400334033,2014,334033,25.69610297,81.2614028,18.35,18.74,83.33,NaN,NaN,NaN,R
IA201400334034,2014,334034,26.91135926,79.89708989,20.95,20.59,35.71,NaN,NaN,NaN,R
IA201400334036,2014,334036,28.72745229,77.69440831,22.06,21.44,20,NaN,NaN,NaN,R
IA201400334038,2014,334038,29.70318237,77.16907488,20.74,19.36,9.09,NaN,NaN,NaN,R
IA201400334039,2014,334039,24.8270799,82.39633191,20.09,19.97,66.67,NaN,NaN,NaN,R
IA201400334041,2014,334041,26.81086635,82.79497203,21.45,20.44,90,NaN,NaN,NaN,R
IA201400334042,2014,334042,26.33546737,83.05751661,23.14,23.52,38.46,NaN,NaN,NaN,R
IA201400334043,2014,334043,26.98844249,80.98526324,20.76,19.56,23.08,NaN,NaN,NaN,R
IA201400334044,2014,334044,25.79053833,82.28002093,20.5,19.74,50,NaN,NaN,NaN,R
IA201400334046,2014,334046,27.16229692,81.10201425,19.61,19.12,37.5,NaN,NaN,NaN,R
IA201400334047,2014,334047,28.83741626,78.77492219,28.21,27.34,0,NaN,NaN,NaN,U
IA201400334050,2014,334050,25.22242801,82.90485133,21.74,20.69,33.33,NaN,NaN,NaN,R
IA201400334051,2014,334051,29.44614027,77.91130392,20.42,20.04,8.33,NaN,NaN,NaN,R
IA201400334052,2014,334052,27.30779266,78.60052903,20.8,19.73,28.57,NaN,NaN,NaN,R
IA201400334055,2014,334055,28.96601407,77.7037045,24.23,24.61,0,NaN,NaN,NaN,U
IA201400334056,2014,334056,27.25642929,81.38089863,18.42,18.66,81.82,NaN,NaN,NaN,R
IA201400334057,2014,334057,26.73081793,80.75780931,20.76,20.86,14.29,NaN,NaN,NaN,R
IA201400334058,2014,334058,26.46846537,80.25388187,21.33,20.26,37.5,NaN,NaN,NaN,U
IA201400334059,2014,334059,26.80179455,82.18819383,21.87,20.82,26.67,NaN,NaN,NaN,U
IA201400334061,2014,334061,25.16652398,81.52406689,19.38,19.27,38.46,NaN,NaN,NaN,R
IA201400334062,2014,334062,28.19283069,78.20587612,18.96,18.72,17.65,NaN,NaN,NaN,R
IA201400334063,2014,334063,28.94253465,77.61745782,23.07,23.62,6.67,NaN,NaN,NaN,R
IA201400334066,2014,334066,29.46313074,77.73888436,21.03,20.57,12.5,NaN,NaN,NaN,U
IA201400334067,2014,334067,26.53906768,82.65015028,20.23,19.98,50,NaN,NaN,NaN,U
IA201400334068,2014,334068,27.41284099,82.16488385,22.92,21.94,66.67,NaN,NaN,NaN,U
IA201400334070,2014,334070,28.59607502,79.21808716,21.33,19.88,9.09,NaN,NaN,NaN,R
IA201400334071,2014,334071,28.56175139,78.8334488,19.9,19.25,35.71,NaN,NaN,NaN,R
IA201400334072,2014,334072,26.30012528,83.87482134,21.37,20.55,40,NaN,NaN,NaN,R
IA201400334074,2014,334074,26.76238717,79.27493093,21.78,20.94,21.43,NaN,NaN,NaN,R
IA201400334075,2014,334075,25.12592383,80.9898642,18.79,18.37,46.15,NaN,NaN,NaN,R
IA201400334076,2014,334076,26.43262681,80.39834194,22.59,22.54,0,NaN,NaN,NaN,U
IA201400334077,2014,334077,29.27625277,77.71606315,21.22,21.25,13.33,NaN,NaN,NaN,R
IA201400334078,2014,334078,27.4111424,82.79647192,19.78,19.22,72.73,NaN,NaN,NaN,R
IA201400334080,2014,334080,28.62217727,78.20015745,21.46,21.89,16.67,NaN,NaN,NaN,R
IA201400334081,2014,334081,25.48444311,81.19723341,19.99,20.02,20,NaN,NaN,NaN,R
IA201400334082,2014,334082,27.5577382,82.73217371,21.35,20.09,90,NaN,NaN,NaN,R
IA201400334083,2014,334083,24.74307257,82.76824645,18.99,18.82,50,NaN,NaN,NaN,R
IA201400334084,2014,334084,27.22858783,82.67715235,21.71,20.02,66.67,NaN,NaN,NaN,R
IA201400334086,2014,334086,26.69023659,83.94373073,20.62,20.15,100,NaN,NaN,NaN,R
IA201400334089,2014,334089,28.18119301,80.0652521,20.49,20.25,15.38,NaN,NaN,NaN,R
IA201400334092,2014,334092,25.34901078,83.0493211,21.34,21.23,6.25,NaN,NaN,NaN,U
IA201400334093,2014,334093,27.4432455,79.00579082,19.93,20,0,NaN,NaN,NaN,R
IA201400334094,2014,334094,25.33329269,83.0106383,20.77,19.5,0,NaN,NaN,NaN,U
IA201400334096,2014,334096,25.64681605,81.40731251,20,19.05,11.11,NaN,NaN,NaN,R
IA201400334097,2014,334097,25.78075636,81.99517219,19.18,19.4,78.57,NaN,NaN,NaN,R
IA201400334098,2014,334098,25.62093009,83.28941862,21.11,20.44,16.67,NaN,NaN,NaN,R
IA201400334099,2014,334099,27.71681123,81.95615802,21.79,20.98,88.89,NaN,NaN,NaN,U
IA201400334101,2014,334101,28.49215596,77.69515812,22.6,22.32,6.25,NaN,NaN,NaN,R
IA201400334103,2014,334103,27.7615774,78.79932494,19.38,19.49,13.33,NaN,NaN,NaN,R
IA201400334105,2014,334105,29.10520127,77.53174836,21.94,21.31,16.67,NaN,NaN,NaN,R
IA201400334106,2014,334106,26.92650912,83.45985048,20.27,19.74,57.14,NaN,NaN,NaN,R
IA201400334107,2014,334107,25.29368114,80.36230566,19.01,19.36,0,NaN,NaN,NaN,R
IA201400334110,2014,334110,27.51256147,80.99993097,21.5,20.67,25,NaN,NaN,NaN,U
IA201400334114,2014,334114,27.13919229,78.55030262,19.87,19.7,17.65,NaN,NaN,NaN,R
IA201400334115,2014,334115,27.01534806,79.46926397,21.69,21.38,46.15,NaN,NaN,NaN,R
IA201400334120,2014,334120,26.22318739,82.26526345,19.8,19.33,21.43,NaN,NaN,NaN,R
IA201400334121,2014,334121,25.41270647,79.52475114,21,21.02,6.25,NaN,NaN,NaN,R
IA201400334122,2014,334122,25.32745805,83.03675809,22.4,22.69,21.43,NaN,NaN,NaN,U
IA201400334125,2014,334125,27.21188041,83.31171453,19.54,19.02,44.44,NaN,NaN,NaN,R
IA201400334126,2014,334126,28.47217708,79.30024262,22.12,21.14,35.71,NaN,NaN,NaN,R
IA201400334127,2014,334127,28.53106528,79.07086994,19.13,18.56,15.38,NaN,NaN,NaN,R
IA201400334130,2014,334130,29.02012142,77.68886347,25.43,22.38,7.69,NaN,NaN,NaN,U
IA201400334131,2014,334131,24.87339867,78.42302845,21.4,21.51,13.33,NaN,NaN,NaN,R
IA201400334132,2014,334132,28.22440218,79.32970692,20.46,18.94,12.5,NaN,NaN,NaN,R
IA201400334134,2014,334134,26.72085857,83.98151398,20.1,19.29,60,NaN,NaN,NaN,R
IA201400334137,2014,334137,27.18659797,78.01096386,24.61,23.87,10,NaN,NaN,NaN,U
IA201400334138,2014,334138,26.45196971,82.49775562,20.57,20.24,81.82,NaN,NaN,NaN,U
IA201400334143,2014,334143,27.02289115,83.52064671,21.94,22.24,80,NaN,NaN,NaN,R
IA201400334144,2014,334144,27.97108252,80.93559527,18.83,18.84,16.67,NaN,NaN,NaN,R
IA201400334145,2014,334145,27.70952349,77.92819851,20.2,19.67,35.71,NaN,NaN,NaN,R
IA201400334148,2014,334148,28.10379667,79.39228416,24.89,25.09,33.33,NaN,NaN,NaN,R
IA201400334149,2014,334149,26.68416024,83.94977068,20.14,19.57,66.67,NaN,NaN,NaN,R
IA201400334150,2014,334150,26.11818522,81.7035014,23.23,22.06,44.44,NaN,NaN,NaN,R
IA201400334151,2014,334151,25.99235594,83.37836712,20.02,19.83,44.44,NaN,NaN,NaN,R
IA201400334153,2014,334153,27.56811297,81.59415545,23.4,21.28,54.55,NaN,NaN,NaN,U
IA201400334154,2014,334154,27.78104513,78.83320964,23.18,22.19,26.67,NaN,NaN,NaN,U
IA201400334156,2014,334156,28.96690423,77.73681865,23.93,22.9,5.88,NaN,NaN,NaN,U
IA201400334157,2014,334157,26.5671294,83.03853064,21.24,19.88,50,NaN,NaN,NaN,R
IA201400334158,2014,334158,27.38304574,79.57108708,22.47,19.94,16.67,NaN,NaN,NaN,U
IA201400334161,2014,334161,28.96904097,79.08664185,19.05,18.68,36.36,NaN,NaN,NaN,R
IA201400334163,2014,334163,26.78574203,82.38334239,22.21,21.62,50,NaN,NaN,NaN,R
IA201400334167,2014,334167,28.53249304,77.68583173,22.25,22.21,10.53,NaN,NaN,NaN,U
IA201400334168,2014,334168,28.02291916,78.13421428,20.86,20,27.27,NaN,NaN,NaN,R
IA201400334169,2014,334169,27.5467798,79.43539944,19.71,19.42,16.67,NaN,NaN,NaN,U
IA201400334174,2014,334174,25.71693006,81.32203477,20.24,20,45.45,NaN,NaN,NaN,R
IA201400334175,2014,334175,25.28768778,83.1218713,22.76,22.22,31.03,NaN,NaN,NaN,U
IA201400334176,2014,334176,28.08428103,79.44572564,20.02,20.44,27.27,NaN,NaN,NaN,R
IA201400334179,2014,334179,24.88673642,82.64597101,21.08,19.64,58.33,NaN,NaN,NaN,R
IA201400334181,2014,334181,26.43937167,81.68608027,22.43,20.34,60,NaN,NaN,NaN,R
IA201400334182,2014,334182,29.39737724,77.52597009,21.23,21.54,10,NaN,NaN,NaN,R
IA201400334183,2014,334183,25.62427704,83.94667647,24.57,23.94,33.33,NaN,NaN,NaN,R
IA201400334184,2014,334184,28.73681507,77.3063049,21.26,20.32,7.14,NaN,NaN,NaN,U
IA201400334185,2014,334185,26.20911565,82.72606812,21.19,21.33,45.45,NaN,NaN,NaN,R
IA201400334186,2014,334186,27.56350459,78.70321693,20.79,21.25,18.75,NaN,NaN,NaN,R
IA201400334187,2014,334187,27.5400503,78.40718539,20.49,20.08,31.25,NaN,NaN,NaN,R
IA201400334188,2014,334188,25.28507972,83.09543472,21.42,20.08,50,NaN,NaN,NaN,R
IA201400334189,2014,334189,25.45694054,78.51942442,24.08,22.79,33.33,NaN,NaN,NaN,U
IA201400334191,2014,334191,28.50331338,79.38711622,21.58,20.1,6.67,NaN,NaN,NaN,R
IA201400334192,2014,334192,25.74097041,81.32622565,19.34,18.97,75,NaN,NaN,NaN,R
IA201400334193,2014,334193,28.99457152,78.88919259,20.58,19.32,23.08,NaN,NaN,NaN,R
IA201400334194,2014,334194,26.48342615,83.76870807,21.44,21.02,8.33,NaN,NaN,NaN,R
IA201400334196,2014,334196,25.39583645,83.00214805,23.12,22.6,11.11,NaN,NaN,NaN,R
IA201400334198,2014,334198,26.49089843,81.55848072,24.27,25.14,8.33,NaN,NaN,NaN,U
IA201400334201,2014,334201,25.66502211,81.67218906,25.91,23.7,15.38,NaN,NaN,NaN,R
IA201400334203,2014,334203,24.88466752,82.29832532,19.79,19.19,35.71,NaN,NaN,NaN,R
IA201400334205,2014,334205,29.97975223,77.5458666,25.84,25.49,23.08,NaN,NaN,NaN,U
IA201400334206,2014,334206,27.32984359,77.96896759,23.82,22.67,23.08,NaN,NaN,NaN,R
IA201400334208,2014,334208,26.36960302,81.27677077,19.82,18.79,22.22,NaN,NaN,NaN,R
IA201400334211,2014,334211,27.32539624,78.07848723,21.29,20.05,8.33,NaN,NaN,NaN,R
IA201400334213,2014,334213,26.4734353,79.43565083,21.95,21.67,27.27,NaN,NaN,NaN,R
IA201400334214,2014,334214,25.50761716,78.57131491,21.43,19.86,0,NaN,NaN,NaN,R
IA201400334215,2014,334215,24.82724363,78.43557357,18.1,17.81,18.75,NaN,NaN,NaN,R
IA201400334218,2014,334218,27.7026751,81.85068035,19.05,18.36,55.56,NaN,NaN,NaN,R
IA201400334221,2014,334221,29.53888501,77.11576911,22.26,20.59,13.33,NaN,NaN,NaN,R
IA201400334222,2014,334222,26.57166464,80.48289159,20.66,19.53,44.44,NaN,NaN,NaN,R
IA201400334223,2014,334223,28.99248475,77.83804291,21.9,19.68,36.84,NaN,NaN,NaN,R
IA201400334224,2014,334224,25.4780061,78.59080472,22.28,21.29,23.53,NaN,NaN,NaN,U
IA201400334225,2014,334225,26.3141786,79.66337347,22.99,22.64,28.57,NaN,NaN,NaN,R
IA201400334229,2014,334229,25.27974397,82.44082686,21.36,21.59,16.67,NaN,NaN,NaN,R
IA201400334234,2014,334234,28.58922389,78.57589817,22.79,21.22,18.18,NaN,NaN,NaN,U
IA201400334235,2014,334235,25.23534249,82.48680897,23.16,22.84,44.44,NaN,NaN,NaN,R
IA201400334236,2014,334236,26.51121953,82.99834101,21.47,21.82,50,NaN,NaN,NaN,R
IA201400334238,2014,334238,28.79644397,79.03205263,22.54,22.57,33.33,NaN,NaN,NaN,U
IA201400334241,2014,334241,26.61040665,81.13225544,22.19,22.21,9.09,NaN,NaN,NaN,R
IA201400334242,2014,334242,25.55559912,80.75550705,21.41,20.98,15.38,NaN,NaN,NaN,R
IA201400334243,2014,334243,26.61747423,80.18867403,21.5,21.43,26.67,NaN,NaN,NaN,U
IA201400334245,2014,334245,25.22327163,82.59602723,20.07,19.33,50,NaN,NaN,NaN,R
IA201400334246,2014,334246,25.45067759,81.39778187,20.03,19.36,88.89,NaN,NaN,NaN,R
IA201400334247,2014,334247,26.91902873,81.15887796,19.33,18.81,0,NaN,NaN,NaN,R
IA201400334249,2014,334249,26.81085989,78.90593868,21.64,21.73,27.27,NaN,NaN,NaN,R
IA201400334251,2014,334251,26.09298508,83.05246271,20.81,20.18,54.55,NaN,NaN,NaN,R
IA201400334252,2014,334252,27.50840016,81.7785111,20.64,20.7,40,NaN,NaN,NaN,R
IA201400334255,2014,334255,27.51654797,80.66680964,19.66,19,30,NaN,NaN,NaN,R
IA201400334257,2014,334257,25.33457868,83.05282603,20.79,19.6,23.08,NaN,NaN,NaN,U
IA201400334258,2014,334258,28.75187838,79.44225672,20.73,19.7,0,NaN,NaN,NaN,R
IA201400334259,2014,334259,28.70225672,77.3634291,22.55,22.06,23.08,NaN,NaN,NaN,U
IA201400334260,2014,334260,27.15560922,78.40887041,23.68,23.64,0,NaN,NaN,NaN,U
IA201400334262,2014,334262,29.14080394,77.95298648,21.32,20.56,12.5,NaN,NaN,NaN,R
IA201400334263,2014,334263,25.31500649,83.0158655,25.17,23.14,30,NaN,NaN,NaN,U
IA201400334264,2014,334264,27.86353914,78.11259762,23.01,21.65,16.67,NaN,NaN,NaN,U
IA201400334266,2014,334266,28.64801598,77.35702871,23.8,24.97,0,NaN,NaN,NaN,U
IA201400334267,2014,334267,27.12765622,78.70978061,19.07,18.17,16.67,NaN,NaN,NaN,R
IA201400334268,2014,334268,28.55110003,77.54987153,23.8,22.82,0,NaN,NaN,NaN,U
IA201400334269,2014,334269,27.17775048,78.39973411,23.18,20.75,18.75,NaN,NaN,NaN,U
IA201400334271,2014,334271,29.45299052,77.694956,23.79,22.02,26.67,NaN,NaN,NaN,U
IA201400334272,2014,334272,27.80695663,81.87476355,21.05,19.93,100,NaN,NaN,NaN,R
IA201400334273,2014,334273,26.59403174,80.23453914,22.39,19.91,20,NaN,NaN,NaN,R
IA201400334274,2014,334274,26.47691434,83.39818459,22.56,22.6,38.46,NaN,NaN,NaN,R
IA201400334276,2014,334276,27.15154081,78.48775943,21.44,21.52,20,NaN,NaN,NaN,U
IA201400334277,2014,334277,28.41300011,79.36639777,22.5,23.12,0,NaN,NaN,NaN,U
IA201400334279,2014,334279,25.22621884,80.91868513,21.75,20.71,21.43,NaN,NaN,NaN,U
IA201400334280,2014,334280,26.22747642,80.22161782,20.38,20.95,30,NaN,NaN,NaN,R
IA201400334282,2014,334282,26.47811454,83.1723593,21.45,19.75,29.41,NaN,NaN,NaN,R
IA201400334284,2014,334284,27.43255712,78.19814829,23.71,23.29,13.33,NaN,NaN,NaN,U
IA201400334285,2014,334285,28.46960708,77.53439525,24.72,23.5,7.69,NaN,NaN,NaN,U
IA201400334286,2014,334286,27.90873021,78.08216749,24.63,22.41,0,NaN,NaN,NaN,U
IA201400334288,2014,334288,28.21363982,79.10156688,21.24,19.64,5.56,NaN,NaN,NaN,R
IA201400334289,2014,334289,29.60478267,77.6055836,21.79,22.29,38.46,NaN,NaN,NaN,R
IA201400334290,2014,334290,25.69818604,80.34588711,20.48,20.94,28.57,NaN,NaN,NaN,R
IA201400334291,2014,334291,25.24557041,81.13765301,19.99,18.52,33.33,NaN,NaN,NaN,R
IA201400334292,2014,334292,27.57551224,78.63440626,23.14,22.43,26.67,NaN,NaN,NaN,R
IA201400334293,2014,334293,29.56271428,77.80842888,21.48,21.39,6.67,NaN,NaN,NaN,R
IA201400334294,2014,334294,25.72503193,80.08482026,21.21,20.18,0,NaN,NaN,NaN,R
IA201400334295,2014,334295,25.93804621,83.54552072,20.4,20.25,62.5,NaN,NaN,NaN,U
